LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-09-01 20:48:57,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,,44:1E:98:3E:F4:B8,-27, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,,00:02:71:B9:18:67,-29, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-9, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-3, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-6, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:57,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-3, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-127, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-127, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-127, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,,B4:20:46:88:9C:88,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-1, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:58,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:59,1900-01-00 00:00:00,,60:83:E7:07:85:4A,-27, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:59,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:48:59,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-26, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-12, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-7, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:00,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-3, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,Pbcasa,00:02:71:B9:18:67,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-127, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,,B4:20:46:88:9C:88,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:01,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,,B4:20:46:88:9C:84,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,,B4:20:46:88:9C:88,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,,90:6A:94:23:96:2D,-77,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:49:02,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-74, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:02,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:03,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:03,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-10, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:03,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-10, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-11, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-7, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-6, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-6, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:04,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-1, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,00:E4:21:69:A7:9A,-58,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:49:05,1900-01-00 00:00:00,,00:E4:21:69:A7:9A,-58,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:49:05,1900-01-00 00:00:00,,12:59:32:BA:59:22,-82, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-2, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-75, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:05,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-75, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:06,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:06,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:06,1900-01-00 00:00:00,,6A:83:E7:07:85:4A,-26, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:07,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:07,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-6, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-3, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-6, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-3, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,B4:20:46:88:9C:84,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,,B4:20:46:88:9C:88,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:08,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-127, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,B4:20:46:88:9C:88,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,B4:20:46:88:9C:84,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-1, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-75, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-73, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,,6A:83:E7:07:85:4A,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:09,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:11,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,44:1E:98:3E:F0:08,-27, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:E8:42:55:6A:DE,-21, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-10, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-6, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-3, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-74, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:12,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-75, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:13,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:13,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:13,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:13,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F4:B8,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,LEDnet0033556ADE,B4:E8:42:55:6A:DE,-22, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-9, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,Dylan4g,44:1E:98:3E:F0:08,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:15,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-8, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,2C:5D:93:7C:2D:58,-75, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:16,1900-01-00 00:00:00,,6A:83:E7:07:85:4A,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:17,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:17,1900-01-00 00:00:00,,6A:83:E7:07:85:4A,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:49:18,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-11, OPN,0.000000,0.000000,0.000,0.000,AP
