Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
11;infrastructure;32_Burotto-Xiaomi;5C:02:14:B6:E8:8B;;5;No;WPA2,AES-CCM;No;360.0;0;144;0;33;0;0;33;;;Mon Sep  1 20:43:12 2025;Mon Sep  1 20:45:28 2025;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;;62:02:14:B6:E8:8B;;5;No;OPN,None;No;360.0;0;163;0;0;0;0;0;;;Mon Sep  1 20:43:12 2025;Mon Sep  1 20:45:29 2025;-9;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;32_Burotto-Xiaomi;64:64:4A:BB:11:23;;5;No;WPA2,AES-CCM;No;360.0;0;111;0;0;0;0;0;;;Mon Sep  1 20:43:12 2025;Mon Sep  1 20:45:28 2025;-12;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;;6A:64:4A:BB:11:23;;5;No;OPN,None;No;360.0;0;116;0;0;0;0;0;;;Mon Sep  1 20:43:12 2025;Mon Sep  1 20:45:28 2025;-12;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;;B4:20:46:88:9C:8E;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Sep  1 20:43:13 2025;Mon Sep  1 20:44:57 2025;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;;54:3D:92:16:FB:38;;6;No;WPA2,AES-CCM;No;130.0;0;1;0;1;0;0;1;;;Mon Sep  1 20:43:14 2025;Mon Sep  1 20:45:30 2025;-22;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;;6A:83:E7:07:83:1A;;2;No;WPA2,AES-CCM;No;360.0;0;53;0;0;0;0;0;;;Mon Sep  1 20:43:14 2025;Mon Sep  1 20:45:30 2025;-21;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;;6A:83:E7:07:85:46;;2;No;WPA2,AES-CCM;No;360.0;0;6;0;11;0;0;11;;;Mon Sep  1 20:43:18 2025;Mon Sep  1 20:45:30 2025;-29;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;Familiapozorebolledococina;40:3F:8C:81:81:34;;1;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Mon Sep  1 20:43:31 2025;Mon Sep  1 20:45:18 2025;-28;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;casaquinta1;54:3D:92:16:F9:04;;6;No;WPA2,AES-CCM;No;130.0;0;0;0;0;0;0;0;;;Mon Sep  1 20:43:34 2025;Mon Sep  1 20:45:25 2025;-26;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;;B4:20:46:B7:B9:C6;;1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Sep  1 20:43:35 2025;Mon Sep  1 20:45:26 2025;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;;3C:5C:F1:3D:D8:E4;;1;No;WPA,None;No;-1.0;0;0;0;2;0;0;2;;;Mon Sep  1 20:43:42 2025;Mon Sep  1 20:44:21 2025;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;CamEstacio;2C:5D:93:7C:2D:58;;7;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Mon Sep  1 20:43:46 2025;Mon Sep  1 20:44:39 2025;-23;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;

