,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.19444444444444442,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.167619265355889e-06,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.027777777777777776,0.0324074074074074,0.028549382716049378,0.027777777777777776,0.0,0.0,0.004651063100137173,0.0,0.004630225003810394,0.0,0.0,0.0,0.0007716049382716049,0.0007751771833561955,0.0,0.16743827160493827,0.0007722003124523699,0.0,0.00012860082304526747,0.00012860082304526747,0.00012860082304526747,0.004758230452674896,0.00012860082304526747,0.0,2.1433470507544577e-05,2.1433470507544577e-05,2.1433470507544577e-05,0.0,0.004651063100137173,0.0,3.5722450845907626e-06,0.0,0.0,3.5722450845907626e-06,0.027781350022862365,0.0,5.953741807651271e-07,0.0,5.953741807651271e-07,5.953741807651271e-07,0.0,0.0
3,4.7629934461210166e-06,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0324074074074074,0.028549382716049378,0.027777777777777776,0.0,0.027777777777777776,2.1433470507544577e-05,0.0,0.004630225003810394,0.0,0.0,0.004629629629629629,0.0,0.0007751771833561955,0.0,0.16743827160493827,0.0007722003124523699,0.0007716049382716049,0.0,0.00012860082304526747,0.00012860082304526747,0.004758230452674896,0.00012860082304526747,0.00012860082304526747,0.0,2.1433470507544577e-05,2.1433470507544577e-05,0.0,0.004651063100137173,2.1433470507544577e-05,0.0,0.0,0.0,3.5722450845907626e-06,0.027781350022862365,3.5722450845907626e-06,0.0,0.0,5.953741807651271e-07,5.953741807651271e-07,0.0,0.0
4,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17129629629629628,0.004629629629629629,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.004629629629629629,0.004629629629629629,0.004629629629629629,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.19444444444444442,0.16666666666666666,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.5005715592135334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.19444444444444442,0.17129629629629628,0.16666666666666666,0.0,0.0,0.027906378600823043,0.0,0.027781350022862365,0.0,0.0,0.0,0.004629629629629629,0.004651063100137173,0.0,0.004629629629629629,0.0046332018747142194,0.0,0.0007716049382716049,0.0007716049382716049,0.0007716049382716049,0.028549382716049378,0.0007716049382716049,0.0,0.00012860082304526747,0.00012860082304526747,0.00012860082304526747,0.0,0.027906378600823043,0.0,2.1433470507544577e-05,0.0,0.0,2.1433470507544577e-05,0.1666881001371742,0.0,3.5722450845907626e-06,0.0,3.5722450845907626e-06,3.5722450845907626e-06,0.0,0.0
9,2.85779606767261e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444442,0.17129629629629628,0.16666666666666666,0.0,0.16666666666666666,0.00012860082304526747,0.0,0.027781350022862365,0.0,0.0,0.027777777777777776,0.0,0.004651063100137173,0.0,0.004629629629629629,0.0046332018747142194,0.004629629629629629,0.0,0.0007716049382716049,0.0007716049382716049,0.028549382716049378,0.0007716049382716049,0.0007716049382716049,0.0,0.00012860082304526747,0.00012860082304526747,0.0,0.027906378600823043,0.00012860082304526747,0.0,0.0,0.0,2.1433470507544577e-05,0.1666881001371742,2.1433470507544577e-05,0.0,0.0,3.5722450845907626e-06,3.5722450845907626e-06,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
